,date,CPI,interest,oil_price,gold_price,exchange_rate(w/d),KOSPI200(open),sent
323,2021.4.22,101.94,0.7,1086,64590,"1,117.40",427.06,0.04926943978841535
324,2021.4.23,101.95,0.7,1086,64620,"1,116.30",426.68,0.2102277705063708
325,2021.4.26,101.96,0.7,1088,64220,"1,118.90",428.89,0.0745435077166486
326,2021.4.27,101.97,0.7,1098,63990,"1,114.00",432.46,0.47746748064289396
327,2021.4.28,101.97,0.7,1099,63870,"1,110.80",432.2,0.11974472549807957
328,2021.4.29,101.98,0.7,1101,63820,"1,112.50",428.07,0.319389642650193
329,2021.4.30,101.98,0.7,1097,63680,"1,107.40",426.61,0.28027041872454156
330,2021.5.3,101.99,0.69,1092,63740,"1,109.60",422.54,0.21526179038549603
331,2021.5.4,101.99,0.69,1099,64650,"1,119.30",420.99,0.17085272998975504
332,2021.5.6,101.99,0.69,1105,64650,"1,121.10",423.62,-0.009442691451445094
333,2021.5.7,102.0,0.68,1101,65460,"1,125.50",426.51,0.34208410142268625
334,2021.5.10,102.0,0.67,1098,66200,"1,121.40",429.04,0.056670962840833526
335,2021.5.11,102.0,0.67,1119,66050,"1,114.60",434.14,0.18555485545208933
336,2021.5.12,102.01,0.66,1125,66280,"1,119.10",428.74,0.08604710537531152
337,2021.5.13,102.01,0.66,1135,66480,"1,123.50",419.6,0.08702346078401042
338,2021.5.14,102.01,0.65,1133,66340,"1,130.60",417.5,0.20774206644125484
339,2021.5.17,102.02,0.65,1124,66810,"1,129.50",421.97,0.12733872899217547
340,2021.5.18,102.02,0.65,1120,68500,"1,133.00",418.28,0.3194906445374693
341,2021.5.20,102.03,0.65,1125,68450,"1,133.10",423.38,0.1411833848809256
342,2021.5.21,102.03,0.65,1121,68500,"1,132.20",423.12,0.1732543982460136
343,2021.5.24,102.03,0.65,1125,68910,"1,126.90",421.92,0.1412474695339824
344,2021.5.25,102.04,0.65,1130,68400,"1,127.60",421.91,0.08941539540897402
345,2021.5.26,102.04,0.64,1131,68640,"1,122.80",424.46,0.20566602010387272
346,2021.5.27,102.04,0.64,1127,68500,"1,118.60",423.92,0.07350667546780788
347,2021.5.28,102.04,0.64,1126,68420,"1,118.00",423.88,0.1827997135079297
348,2021.5.31,102.05,0.64,1136,68120,"1,116.00",426.31,0.1803605199031964
349,2021.6.1,102.05,0.64,1128,68310,"1,113.50",428.08,0.2037383600271963
350,2021.6.2,102.05,0.63,1131,68130,"1,107.00",430.6,-0.004563796364966152
351,2021.6.3,102.05,0.63,1126,68050,"1,110.30",430.2,0.14208412069983037
352,2021-06-04,102.05,0.62,1129,67590,"1,111.80",433.7,0.23076011246717001
353,2021-06-07,102.05,0.62,1135,67590,"1,117.50",432.82,0.25300465626270463
354,2021-06-08,102.05,0.62,1135,67860,"1,111.20",433.21,0.28709253991963923
355,2021-06-09,102.05,0.62,1140,68120,"1,113.70",432.35,0.11897639988953701
356,2021-06-10,102.05,0.62,1143,67990,"1,115.80",428.23,0.2137346225600181
357,2021-06-11,102.05,0.62,1138,68100,"1,115.00",429.61,0.19026568374089006
358,2021-06-14,102.05,0.62,1140,67670,"1,111.20",432.7,0.3879137568357477
359,2021-06-15,102.05,0.63,1147,67070,"1,116.40",433.41,0.3567629172251057
360,2021-06-16,102.05,0.64,1148,67200,"1,117.80",434.19,0.34472671574601854
361,2021-06-17,102.05,0.64,1145,66400,"1,117.70",436.61,0.10699610159732453
362,2021-06-18,102.05,0.65,1145,65000,"1,129.50",434.82,0.26138807192499214
363,2021-06-21,102.05,0.65,1149,64980,"1,132.20",434.57,0.2651559383032691
364,2021-06-22,102.05,0.66,1159,65160,"1,135.40",432.1,0.29034700222398013
365,2021-06-23,102.05,0.66,1170,65170,"1,132.40",434.65,0.04890875223993532
366,2021-06-24,102.05,0.67,1162,65390,"1,135.60",437.54,0.1505526413860443
367,2021-06-25,102.05,0.7,1167,65100,"1,135.80",438.76,0.2740128510505228
368,2021-06-28,102.05,0.73,1182,64860,"1,128.80",440.78,0.33281056336825826
369,2021-06-29,102.05,0.75,1179,65010,"1,129.90",440.48,0.39239043610650476
370,2021-06-30,102.05,0.77,1161,64800,"1,130.00",437.76,0.26483126187789374
371,2021-07-01,102.06,0.78,1181,64320,"1,129.50",439.01,0.12172022353925997
372,2021-07-02,102.06,0.78,1176,65110,"1,132.20",436.31,0.13883170824511057
373,2021-07-05,102.08,0.78,1178,65220,"1,134.50",436.53,0.143552040857135
374,2021-07-06,102.09,0.78,1180,65300,"1,130.30",437.96,0.23307153639953862
375,2021-07-07,102.1,0.78,1188,65950,"1,131.80",439.29,0.1122962586158776
376,2021-07-08,102.1,0.76,1186,66390,"1,137.60",437.2,0.2078971495751762
377,2021-07-09,102.11,0.76,1181,66690,"1,143.40",431.64,0.08295413875888313
378,2021-07-12,102.13,0.75,1182,66850,"1,148.30",429.33,0.5620718728821099
379,2021-07-13,102.14,0.75,1204,66700,"1,146.40",432.39,0.31043650350249014
380,2021-07-14,102.14,0.75,1200,66930,"1,145.10",434.47,-0.04803784356921982
381,2021-07-15,102.15,0.75,1199,67360,"1,150.30",434.24,0.23346817224529431
382,2021-07-16,102.16,0.77,1193,67480,"1,143.70",436.24,0.07394814800510245
383,2021-07-19,102.18,0.77,1199,66980,"1,141.10",432.25,0.15342322782093692
384,2021-07-20,102.19,0.77,1202,67190,"1,145.70",427.14,0.288493680773897
385,2021-07-21,102.19,0.77,1202,67290,"1,151.00",430.99,0.060135068822912016
386,2021-07-22,102.2,0.77,1203,67240,"1,150.60",428.75,0.28160101988881237
387,2021-07-23,102.21,0.77,1204,66730,"1,151.00",431.75,0.19953567513159154
388,2021-07-26,102.23,0.76,1207,66990,"1,149.50",433.14,0.18279119994045137
389,2021-07-27,102.23,0.76,1188,67000,"1,153.20",430.14,0.2365403017928334
390,2021-07-28,102.24,0.75,1193,66810,"1,150.20",427.3,0.33465905333512047
391,2021-07-29,102.25,0.76,1191,67130,"1,154.80",430.58,0.28955087089598497
392,2021-07-30,102.25,0.76,1185,67390,"1,147.40",428.12,0.2510342349861975
393,2021-08-02,102.29,0.76,1183,67110,"1,147.50",426.29,0.10202789909155446
394,2021-08-03,102.31,0.76,1205,67070,"1,151.50",426.65,0.19574470935378321
395,2021-08-04,102.32,0.76,1202,67290,"1,150.70",431.6,0.28056540429627935
396,2021-08-05,102.34,0.76,1204,66620,"1,145.80",436.46,0.2536967596476633
397,2021-08-06,102.35,0.76,1202,66610,"1,143.50",434.85,0.25444250542002833
398,2021-08-09,102.4,0.76,1206,64770,"1,142.30",431.57,0.32418584220549584
399,2021-08-10,102.42,0.76,1191,64540,"1,145.00",433.01,0.33672871737200477
400,2021-08-11,102.43,0.76,1195,64880,"1,148.50",427.16,0.12426138544033129
401,2021-08-12,102.45,0.76,1204,65330,"1,155.00",423.17,0.22210038013331307
402,2021-08-13,102.47,0.76,1193,65760,"1,158.90",421.38,0.2992563229402398
403,2021-08-17,102.53,0.76,1185,66920,"1,167.80",415.5,0.1994435428796575
404,2021-08-18,102.54,0.76,1184,67800,"1,174.90",410.92,0.2755344116682972
405,2021-08-19,102.56,0.77,1186,67290,"1,172.70",410.84,0.061646307081846895
406,2021-08-20,102.58,0.77,1182,67200,"1,174.50",406.64,0.1217177414918196
407,2021-08-23,102.62,0.78,1185,67520,"1,176.70",404.32,0.17057391655474044
408,2021-08-24,102.64,0.8,1171,67670,"1,174.00",408.47,0.3352253163248095
409,2021-08-25,102.66,0.82,1172,67500,"1,168.00",414.01,0.22349467190545108
410,2021-08-26,102.67,0.85,1171,67220,"1,166.50",414.49,0.052346266550065
411,2021-08-27,102.69,0.88,1169,67330,"1,168.10",408.63,0.2389896445861017
412,2021-08-30,102.73,0.89,1175,67630,"1,170.80",414.15,0.3874157559454143
413,2021-08-31,102.75,0.89,1178,67700,"1,164.40",411.69,0.04738983667749318
414,2021-09-01,102.76,0.89,1181,67410,"1,162.80",419.17,0.4292535192376509
415,2021-09-02,102.78,0.89,1177,67390,"1,157.50",419.19,0.12972746709049832
416,2021-09-03,102.79,0.89,1178,67450,"1,159.70",417.67,0.30041519377515874
417,2021-09-06,102.83,0.89,1180,67320,"1,156.40",418.99,0.13391220343287938
418,2021-09-07,102.85,0.89,1191,67690,"1,157.30",419.85,0.29972845702127304
419,2021-09-08,102.86,0.9,1197,67190,"1,157.90",416.35,0.1735920894764619
420,2021-09-09,102.88,0.9,1199,67150,"1,164.50",411.98,0.0803437872276581
421,2021-09-10,102.89,0.91,1194,67290,"1,170.10",407.99,0.16367415916425015
422,2021-09-13,102.93,0.92,1197,67350,"1,170.40",407.33,0.16779317961677753
423,2021-09-14,102.95,0.93,1202,67690,"1,174.30",411.06,0.2232123378637584
424,2021-09-15,102.96,0.94,1200,67700,"1,172.20",412.05,0.12122981709387008
425,2021-09-16,102.97,0.95,1197,67440,"1,171.70",414.22,0.12724872859368117
426,2021-09-17,102.99,0.95,1198,66400,"1,169.10",408.9,0.3008167094006098
427,2021-09-23,103.07,0.96,1233,67150,"1,177.60",409.04,0.08302571194775105
428,2021-09-24,103.09,0.97,1226,66270,"1,181.70",412.01,0.09176192383519488
429,2021-09-27,103.13,0.97,1225,66600,"1,175.30",409.28,-0.1585957741141527
430,2021-09-28,103.14,0.97,1250,66770,"1,175.90",410.74,0.06420877002483762
431,2021-09-29,103.16,0.97,1252,66600,"1,182.00",400.44,0.1213639413384721
432,2021-09-30,103.17,0.97,1244,66300,"1,184.90",399.41,0.12822301848488155
433,2021-10-01,103.18,0.97,1247,66800,"1,185.20",399.53,0.17777803570001083
434,2021-10-05,103.2,0.98,1275,67000,"1,187.20",391.95,0.2111298858668295
435,2021-10-06,103.2,0.98,1285,67200,"1,187.10",391.01,0.14993671713581455
436,2021-10-07,103.21,0.99,1286,67590,"1,190.00",385.87,0.05784599848311969
437,2021-10-08,103.22,1.0,1280,67490,"1,190.30",390.42,0.13967532527886228
438,2021-10-12,103.24,1.0,1308,67620,"1,193.40",386.27,0.039817801717635264
439,2021-10-13,103.25,1.01,1326,68000,"1,199.10",380.12,0.19024268332539654
440,2021-10-14,103.25,1.01,1332,68400,"1,195.00",387.39,0.08956830774930091
441,2021-10-15,103.26,1.01,1327,68280,"1,188.30",392.94,0.03989731826769615
442,2021-10-18,103.27,1.02,1319,68030,"1,182.80",393.39,0.3220810124616551
443,2021-10-19,103.28,1.03,1361,67500,"1,185.80",394.26,0.14367080273298785
444,2021-10-20,103.29,1.03,1362,67170,"1,181.70",397.48,0.3993855685129939
445,2021-10-21,103.29,1.03,1363,67210,"1,175.60",393.56,0.35168597594723255
446,2021-10-22,103.3,1.04,1361,67730,"1,175.80",392.82,0.5586266723966994
447,2021-10-25,103.32,1.04,1364,68030,"1,178.40",392.45,0.25449509126379066
448,2021-10-26,103.32,1.05,1367,68010,"1,171.80",397.75,0.4157739578473747
449,2021-10-27,103.33,1.06,1370,67850,"1,166.30",398.31,0.2788855346955615
450,2021-10-28,103.33,1.1,1370,67790,"1,168.10",394.87,0.1392761164434498
451,2021-10-29,103.34,1.11,1367,67890,"1,171.70",396.08,0.0863365727098056
452,2021-11-01,103.37,1.13,1370,67460,"1,169.60",390.34,0.11633253042387284
453,2021-11-02,103.38,1.13,1378,67920,"1,176.30",392.18,0.24417028570273158
454,2021-11-03,103.4,1.13,1382,67930,"1,175.50",395.73,0.1842351283701466
455,2021-11-04,103.42,1.13,1385,67620,"1,181.10",393.16,0.022659269015152732
456,2021-11-05,103.44,1.14,1369,67650,"1,180.00",394.65,0.30195962081696337
457,2021-11-08,103.49,1.15,1381,68500,"1,185.20",390.1,0.3113319384727787
458,2021-11-09,103.51,1.15,1368,69320,"1,184.30",389.17,0.16209277782792128
459,2021-11-10,103.52,1.15,1372,69320,"1,178.40",388.37,0.13828777297680192
460,2021-11-11,103.54,1.17,1361,69700,"1,181.00",383.84,0.13657239236317065
461,2021-11-12,103.56,1.17,1268,70800,"1,184.70",389.13,0.040836729332372194
462,2021-11-15,103.61,1.17,1276,70540,"1,179.60",393.36,0.30016092698057745
463,2021-11-16,103.63,1.17,1269,70400,"1,180.20",393.94,0.3640368184418954
464,2021-11-17,103.64,1.17,1274,70520,"1,179.60",394.88,0.07673813338214054
465,2021-11-18,103.66,1.18,1273,70700,"1,183.60",388.86,0.21105657640740041
466,2021-11-19,103.68,1.19,1269,70690,"1,180.50",387.97,0.14747940242486884
467,2021-11-22,103.73,1.21,1272,70600,"1,183.50",393.16,0.28495323165667685
468,2021-11-23,103.75,1.23,1253,69380,"1,187.40",399.43,0.27684114870885845
469,2021-11-24,103.77,1.25,1255,68780,"1,188.90",397.88,0.284939508767359
470,2021-11-25,103.78,1.28,1256,68600,"1,188.50",395.67,0.0830541099429313
471,2021-11-26,103.8,1.32,1246,68820,"1,189.70",390.61,0.17356478139246193
472,2021-11-29,103.85,1.33,1254,69500,"1,193.00",381.25,0.2900308077527927
473,2021-11-30,103.87,1.34,1232,68700,"1,193.40",385.01,0.3495419389991579
474,2021-12-01,103.88,1.34,1241,68730,"1,187.70",376.45,-0.23161792394700267
475,2021-12-02,103.88,1.34,1234,68190,"1,180.30",379.76,0.1757348365811704
476,2021-12-03,103.89,1.34,1228,68000,"1,177.30",388.21,0.11683678472884157
477,2021-12-06,103.9,1.35,1238,68260,"1,178.60",389.95,0.1570545959147298
478,2021-12-07,103.91,1.35,1220,68360,"1,183.70",392.88,0.29817309691954835
479,2021-12-08,103.91,1.35,1205,68340,"1,181.20",399.89,0.2818006500878527
480,2021-12-09,103.92,1.35,1210,68250,"1,176.40",398.19,0.18843884905843167
481,2021-12-10,103.92,1.35,1197,68200,"1,173.80",398.21,0.22197787132064267
482,2021-12-13,103.94,1.36,1205,68220,"1,178.20",399.38,0.22153960140636922
483,2021-12-14,103.95,1.36,1174,68700,"1,178.80",394.54,0.23213080660497337
484,2021-12-15,103.95,1.36,1173,68360,"1,183.60",393.99,0.08759266401388402
485,2021-12-16,103.96,1.36,1173,68400,"1,186.20",398.93,0.15417811608349521
486,2021-12-17,103.96,1.36,1169,68690,"1,183.50",394.46,0.3559920672046173
487,2021-12-20,103.98,1.36,1172,68860,"1,184.40",396.42,0.3727227082408786
488,2021-12-21,103.99,1.37,1185,69040,"1,189.80",394.35,0.31865175984157945
489,2021-12-22,103.99,1.37,1184,68890,"1,191.50",396.82,0.1935710760742347
490,2021-12-23,104.0,1.37,1187,69200,"1,191.20",397.98,0.1725652987084063
491,2021-12-24,104.0,1.37,1178,69140,"1,187.50",399.72,0.19848914272939733
492,2021-12-27,104.02,1.38,1185,69250,"1,186.40",400.61,0.35352649887211557
493,2021-12-28,104.02,1.38,1178,69100,"1,186.20",399.56,0.30568282008209613
494,2021-12-29,104.03,1.39,1183,69350,"1,186.70",398.74,0.27904624781434995
495,2021-12-30,104.03,1.39,1170,69130,"1,186.60",397.13,0.21853444271777608
496,2022-01-03,104.1,1.41,1170,69010,"1,185.50",397.16,0.24880579560072538
497,2022-01-04,104.12,1.4,1198,69390,"1,190.80",396.01,0.3410671871614954
498,2022-01-05,104.14,1.4,1208,69850,"1,194.30",394.91,0.12597575846827147
499,2022-01-06,104.17,1.39,1211,69900,"1,198.20",386.59,0.20694233134537557
500,2022-01-07,104.19,1.39,1207,69410,"1,199.60",388.3,0.26315964859751556
501,2022-01-10,104.25,1.39,1213,69390,"1,202.40",389.68,0.06965982191383907
502,2022-01-11,104.27,1.39,1231,69460,"1,200.00",388.32,0.15256058594655217
503,2022-01-12,104.29,1.39,1237,69900,"1,195.20",392.29,-0.10878331149252056
504,2022-01-13,104.31,1.39,1239,69800,"1,189.90",395.68,-0.009857928207633919
505,2022-01-14,104.33,1.41,1230,69800,"1,188.20",389.66,-0.10621473577726459
506,2022-01-17,104.4,1.49,1236,69410,"1,187.60",387.0,0.19933867747362236
507,2022-01-18,104.42,1.5,1269,69800,"1,192.30",385.07,0.32036705814169464
508,2022-01-19,104.44,1.5,1272,69620,"1,188.90",377.75,-0.11066590039276483
509,2022-01-20,104.46,1.5,1280,70050,"1,191.80",377.97,0.11716326112702918
510,2022-01-21,104.48,1.5,1269,70400,"1,190.40",376.74,0.051089315974056124
511,2022-01-24,104.54,1.5,1271,70480,"1,193.60",374.64,0.13919082252980494
512,2022-01-25,104.56,1.5,1297,70740,"1,194.20",370.3,0.15260066449189133
513,2022-01-26,104.59,1.5,1305,71030,"1,197.80",363.72,0.018550313896462348
514,2022-01-27,104.61,1.5,1311,70480,"1,197.00",360.83,0.28675291933310126
515,2022-01-28,104.63,1.51,1297,69790,"1,202.40",350.29,0.05856670327740416
516,2022-02-03,104.76,1.51,1316,70190,"1,205.70",364.07,0.16200965866172756
517,2022-02-04,104.78,1.51,1318,70080,"1,205.40",363.1,0.1721731077563414
518,2022-02-07,104.84,1.49,1328,69750,"1,199.50",365.4,0.15769278231634207
519,2022-02-08,104.86,1.48,1359,70130,"1,199.40",365.91,0.05737505364647901
520,2022-02-09,104.89,1.48,1362,70240,"1,197.80",367.02,0.31280552172479675
521,2022-02-10,104.91,1.48,1363,70430,"1,196.00",371.84,0.20145278271298966
522,2022-02-11,104.93,1.47,1357,70410,"1,196.00",367.54,0.09676110536436885
523,2022-02-14,105.0,1.47,1362,71650,"1,199.60",364.36,0.16396106947285807
524,2022-02-15,105.02,1.47,1369,72000,"1,198.30",364.44,0.30606021074944484
525,2022-02-16,105.04,1.47,1369,71300,"1,198.50",365.96,0.21679873619493142
526,2022-02-17,105.06,1.47,1373,71330,"1,196.90",368.11,0.3351018022919066
527,2022-02-18,105.08,1.46,1366,72500,"1,197.10",365.57,0.12526332724981276
528,2022-02-21,105.15,1.46,1372,72510,"1,196.40",362.83,0.3281374426880264
529,2022-02-22,105.17,1.46,1380,72980,"1,194.60",362.93,0.2046374739413694
530,2022-02-23,105.19,1.46,1386,73010,"1,194.70",366.25,-0.05627509956551977
531,2022-02-24,105.21,1.46,1384,73000,"1,192.10",360.05,0.13829026229614622
532,2022-02-25,105.23,1.46,1381,73700,"1,199.40",358.79,0.0648957287732837
533,2022-02-28,105.3,1.46,1380,73300,"1,202.70",356.59,0.28889168379330943
534,2022-03-02,105.35,1.46,1412,74520,"1,205.60",361.52,0.21587374106044888
535,2022-03-03,105.37,1.46,1417,74010,"1,205.00",364.37,0.15475425278230792
536,2022-03-04,105.4,1.45,1406,74420,"1,203.60",365.35,0.1795307891639738
537,2022-03-07,105.47,1.45,1440,76470,"1,211.50",356.59,0.34127396957231587
538,2022-03-08,105.5,1.45,1515,77670,"1,225.40",348.12,-0.004253448987725957
539,2022-03-10,105.55,1.45,1538,77350,"1,234.50",354.33,0.011065166006145672
540,2022-03-11,105.57,1.45,1526,77260,"1,228.70",355.95,0.21593964206629102
541,2022-03-14,105.64,1.45,1534,77750,"1,232.40",354.72,0.2111784250909018
542,2022-03-15,105.67,1.45,1690,77500,"1,238.60",352.34,0.21450196409765424
543,2022-03-16,105.69,1.45,1713,76010,"1,241.70",354.88,0.04422386181181689
544,2022-03-17,105.72,1.45,1704,75700,"1,240.40",362.39,0.22535927551559268
545,2022-03-18,105.74,1.45,1702,75370,"1,220.60",361.16,0.12084745857426407
546,2022-03-21,105.81,1.45,1701,74650,"1,211.10",363.81,0.3138794704498231
547,2022-03-22,105.84,1.46,1605,75330,"1,213.70",358.76,0.3356320377680572
548,2022-03-23,105.86,1.47,1590,75300,"1,221.40",364.06,0.46902723999076495
549,2022-03-24,105.89,1.47,1582,75490,"1,212.70",361.83,0.44389676880650936
550,2022-03-25,105.91,1.49,1582,76180,"1,219.40",364.76,0.35794686847326573
551,2022-03-28,105.99,1.51,1586,76500,"1,218.30",360.63,0.13823132938642857
552,2022-03-29,106.01,1.54,1661,75350,"1,225.70",364.18,0.29901588644742916
553,2022-03-30,106.04,1.55,1660,74480,"1,220.50",366.17,0.0636006297998506
554,2022-03-31,106.06,1.55,1663,75010,"1,210.80",364.1,0.15555560736427934
555,2022-04-01,106.09,1.54,1665,75000,"1,210.70",363.97,0.25938542471039067
556,2022-04-04,106.17,1.54,1663,75600,"1,216.10",361.85,0.24561761176530011
557,2022-04-05,106.19,1.54,1622,75170,"1,216.70",366.08,0.31382111902636106
558,2022-04-06,106.22,1.54,1628,75210,"1,212.60",362.04,0.1750450365234912
559,2022-04-07,106.24,1.54,1634,75350,"1,219.10",358.43,0.31776411366544277
560,2022-04-08,106.27,1.54,1628,75820,"1,218.50",356.86,0.16757720017463823
561,2022-04-11,106.35,1.54,1613,76660,"1,224.00",354.47,0.20624229196338137
562,2022-04-12,106.38,1.54,1589,76780,"1,232.00",353.51,0.2522590694837257
563,2022-04-13,106.4,1.54,1588,77510,"1,236.60",353.83,0.017554193669405856
564,2022-04-14,106.43,1.57,1583,77450,"1,227.70",359.23,0.1439756900388928
565,2022-04-15,106.46,1.64,1583,77560,"1,224.20",354.35,0.10899992046268152
566,2022-04-18,106.53,1.64,1585,78160,"1,230.10",352.19,0.1647764246990966
567,2022-04-19,106.56,1.65,1612,78160,"1,232.80",355.77,0.17624813523858288
568,2022-04-20,106.59,1.65,1618,77400,"1,234.90",357.14,-5.9998118081389776e-05
569,2022-04-21,106.61,1.66,1618,77190,"1,237.10",358.33,-0.001862620076185748
570,2022-04-22,106.64,1.66,1616,77600,"1,236.40",355.54,0.24564096353999554
571,2022-04-25,106.72,1.67,1618,77000,"1,241.70",351.36,-0.3425218036152191
572,2022-04-26,106.74,1.66,1664,76350,"1,247.10",351.33,0.3227067002785008
573,2022-04-27,106.77,1.66,1664,76950,"1,248.30",346.42,-0.08711311327410447
574,2022-04-28,106.8,1.66,1668,76820,"1,263.10",348.61,-0.018187341982868522
575,2022-04-29,106.82,1.66,1647,77150,"1,269.40",350.43,-0.029301323180946973
576,2022-05-02,106.9,1.66,1626,77120,"1,265.40",351.31,0.2749615457727527
577,2022-05-03,106.92,1.67,1670,76090,"1,265.80",354.28,0.15295179164352965
578,2022-05-04,106.94,1.66,1692,76000,"1,265.70",354.85,0.26861063389637385
579,2022-05-06,106.99,1.66,1675,76630,"1,261.80",350.26,0.05614946457043724
580,2022-05-09,107.06,1.66,1666,76790,"1,272.70",347.71,0.11307799083761763
581,2022-05-10,107.08,1.66,1742,76610,"1,274.60",343.22,-0.005471190803792441
582,2022-05-11,107.1,1.67,1743,75790,"1,275.50",342.22,0.1838042499869429
583,2022-05-12,107.12,1.68,1740,76250,"1,277.00",340.14,0.04120973228555596
584,2022-05-13,107.15,1.69,1741,75900,"1,286.40",340.49,0.030267069562689236
585,2022-05-16,107.22,1.7,1746,75050,"1,286.00",348.13,-0.0015406905052438226
586,2022-05-17,107.24,1.71,1731,75230,"1,281.60",345.14,0.19482774888199772
587,2022-05-18,107.26,1.72,1727,74610,"1,277.20",349.62,0.03785080987735448
588,2022-05-19,107.29,1.73,1723,74370,"1,269.30",341.07,0.07385990104922416
589,2022-05-20,107.31,1.74,1720,75030,"1,274.60",345.15,0.07343271456857119
590,2022-05-23,107.38,1.75,1716,75400,"1,269.50",351.16,0.3193522116946574
591,2022-05-24,107.4,1.77,1711,75530,"1,267.70",349.02,0.0927111770874146
592,2022-05-25,107.42,1.78,1718,75700,"1,264.30",346.34,0.041099811999409416
593,2022-05-26,107.45,1.82,1714,75690,"1,263.30",345.54,0.1357416264607604
594,2022-05-27,107.47,1.93,1710,75500,"1,266.40",348.42,0.12349407419522583
595,2022-05-30,107.54,1.93,1718,74720,"1,256.90",351.53,0.31116668077871584
596,2022-05-31,107.56,1.94,1712,74440,"1,245.80",351.79,0.11996520525946314
597,2022-06-02,107.6,1.95,1718,74110,"1,238.40",352.29,0.01327660287162015
598,2022-06-03,107.63,1.96,1708,75020,"1,251.20",353.47,0.19389250646260636
599,2022-06-07,107.71,1.96,1791,74360,"1,241.10",350.04,0.180285539460252
600,2022-06-08,107.74,1.96,1783,74950,"1,257.10",346.46,0.1649076070927261
601,2022-06-09,107.76,1.96,1793,74990,"1,255.40",345.35,-0.09296134692278009
602,2022-06-10,107.78,1.96,1781,75100,"1,257.60",342.32,0.0551230532186379
603,2022-06-13,107.85,1.97,1791,76980,"1,266.00",335.76,0.06650007396961127
604,2022-06-14,107.87,2.0,1852,75990,"1,286.00",325.68,0.25599948027325775
605,2022-06-15,107.89,2.02,1857,75320,"1,289.70",327.7,0.01186108216440202
606,2022-06-16,107.91,2.08,1857,75650,"1,291.30",326.72,-0.0666561037275967
607,2022-06-17,107.93,2.12,1851,76450,"1,284.10",316.36,0.05164812542364403
608,2022-06-20,108.0,2.14,1859,76350,"1,287.50",321.46,-0.046098478506108966
609,2022-06-21,108.02,2.14,1888,76480,"1,291.70",315.95,0.03306597248887772
610,2022-06-22,108.04,2.15,1892,76220,"1,290.60",317.47,0.1163554826590591
611,2022-06-23,108.07,2.16,1897,76480,"1,295.70",308.81,-0.04480438769329757
612,2022-06-24,108.09,2.18,1914,76480,"1,300.70",307.47,0.16975820449473283
613,2022-06-27,108.15,2.2,1928,76310,"1,299.40",314.31,0.23889778358514632
614,2022-06-28,108.18,2.22,1910,75600,"1,285.60",316.65,-0.014185993942931888
615,2022-06-29,108.2,2.24,1882,75680,"1,284.90",314.33,-0.02290932240674611
616,2022-06-30,108.22,2.27,1906,75850,"1,292.90",311.2,-0.07629239742102618
617,2022-07-01,108.24,2.31,1889,75060,"1,299.80",308.72,0.16639523584438948
618,2022-07-04,108.29,2.34,1893,75450,"1,294.20",304.46,0.17223907160583962
619,2022-07-05,108.3,2.36,1833,75540,"1,297.90",307.15,0.11859278470710889
620,2022-07-06,108.32,2.37,1830,74920,"1,298.00",307.14,0.061363208139017925
621,2022-07-07,108.34,2.38,1796,74450,"1,307.40",304.3,-0.03362385803058675
622,2022-07-08,108.35,2.41,1791,73210,"1,302.70",310.73,0.09660167215713782
623,2022-07-11,108.4,2.43,1803,72890,"1,299.30",311.05,0.020998172694575754
624,2022-07-12,108.42,2.44,1671,73000,"1,300.60",306.94,0.047488453735849714
625,2022-07-13,108.44,2.48,1674,72790,"1,312.90",306.24,-0.09313481019995704
626,2022-07-14,108.45,2.56,1677,72800,"1,305.90",304.7,0.09919639390808463
627,2022-07-15,108.47,2.58,1661,72610,"1,310.00",307.45,0.028407176082873433
628,2022-07-18,108.52,2.59,1672,72880,"1,323.70",311.06,0.37557600652190026
629,2022-07-19,108.54,2.6,1621,72700,"1,317.80",313.38,0.2439484072843825
630,2022-07-20,108.56,2.59,1625,72070,"1,314.90",319.15,0.14482612143778922
631,2022-07-21,108.57,2.59,1610,71790,"1,308.60",316.22,0.1445376145316486
632,2022-07-22,108.59,2.61,1602,72250,"1,312.10",319.12,0.11805852192202552
633,2022-07-25,108.64,2.6,1622,72690,"1,311.70",316.4,0.047941709750889856
634,2022-07-26,108.66,2.6,1578,72650,"1,311.00",317.39,-0.0020613270080857924
635,2022-07-27,108.67,2.61,1576,72580,"1,310.00",319.83,0.08872905876462675
636,2022-07-28,108.69,2.63,1567,72800,"1,312.80",322.89,0.07215330334312019
637,2022-07-29,108.71,2.65,1559,73010,"1,304.00",324.38,0.046939227082594494
638,2022-08-01,108.74,2.63,1594,73750,"1,298.60",322.14,0.09293792817901318
639,2022-08-02,108.73,2.65,1554,74420,"1,306.40",322.64,0.20029101390675813
640,2022-08-03,108.73,2.65,1561,74230,"1,307.20",321.48,0.11481768517281159
641,2022-08-04,108.72,2.65,1545,74340,"1,310.50",326.11,0.1479742355431087
642,2022-08-05,108.72,2.66,1548,75040,"1,309.70",326.71,0.04134973671334954
643,2022-08-08,108.71,2.65,1560,74500,"1,299.30",326.05,0.06959447578449987
644,2022-08-09,108.71,2.65,1499,74680,"1,304.80",327.21,0.22672872475968248
645,2022-08-10,108.7,2.66,1508,74820,"1,305.10",326.3,-0.0050257234294270705
